supplier_id,supplier_name,region,reliability_score,payment_terms,max_capacity,item_id,sku,description,commodity_category,unit_weight_kg,moq,baseline_cost_inr,unit_price_inr,lead_time_days,defect_rate_pct,qty_ordered,logistics_cost_inr,cost_per_defect_inr,penalty_per_day_inr
SUP-013,Vedanta Ltd,Rajasthan,77,Advance 30% Net 60,5374,ITM-025,SKU-ENDML-TIN12,TiN Coated End Mill 12mm 4-Flute,Abrasives & Tooling,0.08,200,620,628.72,17,4.9978,958,1036.39,985.68,841.93
SUP-018,Mesco Steels Ltd,Odisha,60,LC 60 Days at Sight,12166,ITM-007,SKU-STLCHN-G80,Alloy Steel Chain Grade 80 10mm,Ferrous Metals,8,100,4100,3470.91,43,3.0857,100,11537.44,4151.88,210.69
SUP-012,Hindalco Industries Ltd,Maharashtra,95,LC 90 Days,12052,ITM-003,SKU-STLPL-MS16,Mild Steel Plate 16mm,Ferrous Metals,600,10,51000,47073.35,31,4.9995,32,7087.44,196858.25,770.55
SUP-031,Endurance Technologies,Maharashtra,74,Cash on Delivery,1596,ITM-026,SKU-ABPAPER-P120,Abrasive Sheet P120 230×280,Abrasives & Tooling,0.02,2000,42,44.92,21,4.5148,4126,2146.21,26.34,172.94
SUP-053,Freudenberg Sealing Tech India,Maharashtra,89,Advance 30% Net 60,10279,ITM-008,SKU-ALUING-6061,Aluminium Ingot 6061-T6,Non-Ferrous Metals,25,100,215000,237647.99,19,1.5263,100,1985.74,421274.07,18488.18
SUP-020,Sunflag Iron & Steel Co,Maharashtra,69,Net 30,1342,ITM-029,SKU-GASK-PTFE3,PTFE Sheet Gasket 3mm 500×500,Seals & Gaskets,1.2,50,1450,1285.71,12,2.3162,167,1288.16,1569.69,355.05
SUP-060,Kirloskar Electric Co,Karnataka,71,Net 90,4409,ITM-040,SKU-SPRKT-12B,Simplex Sprocket 12B-1 Z=19,Conveyor & Drive,0.8,100,680,561.4,35,4.6146,290,4310.46,823.35,102.51
SUP-008,Nava Bharat Ventures,Andhra Pradesh,74,LC 60 Days at Sight,9367,ITM-026,SKU-ABPAPER-P120,Abrasive Sheet P120 230×280,Abrasives & Tooling,0.02,2000,42,40.03,38,4.6284,2000,1226.74,38.45,95.25
SUP-017,APL Apollo Tubes Ltd,Uttar Pradesh,85,Net 45,5707,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,2943.9,29,4.9998,222,3325.25,5147.36,478.25
SUP-046,Vinati Organics Ltd,Maharashtra,83,Net 15,921,ITM-017,SKU-BRGNDL-HK,Needle Roller Bearing HK2520,Bearings & Bushings,0.05,500,320,320.47,23,4.9444,553,2073.35,317.95,264.84
SUP-044,Deepak Nitrite Ltd,Gujarat,64,Net 60,5093,ITM-013,SKU-BRGBL-6308,Deep Groove Ball Bearing 6308-ZZ,Bearings & Bushings,0.4,300,890,800.56,7,2.9477,1205,1277.23,1343.75,2111.01
SUP-051,Bosch Ltd (India),Karnataka,87,Net 15,308,ITM-031,SKU-MFGASK-AF,Aramid Fibre Manifold Gasket Set,Seals & Gaskets,0.3,200,780,815.8,11,2.5067,424,2693.04,1361.64,525.94
SUP-004,Amtek Auto Ltd,Haryana,76,Net 15,2390,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,8014.01,20,7.3716,20,8893.22,18053.04,177.34
SUP-031,Endurance Technologies,Maharashtra,74,Cash on Delivery,1596,ITM-027,SKU-CBDWHL-D126,CBN Grinding Wheel D126 100×10,Abrasives & Tooling,1.6,50,8400,8084.49,26,2.2208,50,1273.78,10399.96,591.05
SUP-007,Prakash Industries Ltd,Chhattisgarh,63,Net 30,7040,ITM-025,SKU-ENDML-TIN12,TiN Coated End Mill 12mm 4-Flute,Abrasives & Tooling,0.08,200,620,509.83,16,5.394,200,2879.73,472.84,75.28
SUP-048,NOCIL Ltd,Maharashtra,65,Advance 30% Net 60,413,ITM-012,SKU-BRGBL-6205,Deep Groove Ball Bearing 6205-2RS,Bearings & Bushings,0.1,500,420,408.75,17,4.1818,1506,2864.31,498.25,404.83
SUP-022,Schaeffler India Ltd,Gujarat,81,Net 90,13368,ITM-034,SKU-FASTNR-STUD,M16 Stud Bolt B7/2H Set (10pcs),Fasteners,1.8,100,640,668.63,6,1.9166,172,3266.63,358.64,181.73
SUP-042,Indian Oil Tanking Ltd,Gujarat,78,Advance 30% Net 60,6231,ITM-015,SKU-BRGTPR-32210,Tapered Roller Bearing 32210,Bearings & Bushings,1.4,150,3800,4163.66,16,4.0019,155,1674.64,7125.41,1805.15
SUP-044,Deepak Nitrite Ltd,Gujarat,64,Net 60,5093,ITM-024,SKU-DRLBIT-TCR10,Tungsten Carbide Drill Bit 10mm,Abrasives & Tooling,0.05,500,280,269.13,28,1.9932,557,1624.09,503.84,216.37
SUP-040,Gulf Oil Lubricants India,Maharashtra,68,Cash Against Documents,7726,ITM-021,SKU-CUTFL-SOL,Soluble Cutting Fluid Concentrate 25L,Lubricants & Fluids,24,50,4200,4183.21,16,3.8064,87,4462.79,5645.33,915.24
SUP-042,Indian Oil Tanking Ltd,Gujarat,78,Advance 30% Net 60,6231,ITM-030,SKU-OILSEAL-TC,TC Rotary Oil Seal 50×70×10,Seals & Gaskets,0.05,500,220,212.48,16,4.3433,1805,2966.36,224.74,745.99
SUP-053,Freudenberg Sealing Tech India,Maharashtra,89,Advance 30% Net 60,10279,ITM-019,SKU-LUBHYD-AW68,Hydraulic Oil AW68 210L,Lubricants & Fluids,195,10,16200,20284.37,18,2.43,19,2763.37,47923.42,233.63
SUP-051,Bosch Ltd (India),Karnataka,87,Net 15,308,ITM-004,SKU-STLBAR-SS316,Stainless Steel Bar 316L,Ferrous Metals,130,5,210000,233043.04,61,2.4734,5,2717.17,275437.86,1342.5
SUP-002,Ramkrishna Forgings Ltd,Jharkhand,64,Net 60,4849,ITM-002,SKU-STLCL-CR,Cold-Rolled Steel Coil 1.5mm,Ferrous Metals,820,15,62000,71656.11,22,3.0821,39,230801,155969.12,3079.45
SUP-016,Maharashtra Seamless Ltd,Maharashtra,73,LC 90 Days,13162,ITM-039,SKU-VBELT-B68,Classical V-Belt B68,Conveyor & Drive,0.3,200,240,245.31,68,4.6225,357,1636.95,273.5,95.07
SUP-023,Timken India Ltd,Maharashtra,88,Net 60,5761,ITM-021,SKU-CUTFL-SOL,Soluble Cutting Fluid Concentrate 25L,Lubricants & Fluids,24,50,4200,4362.96,14,2.5627,56,1467.61,9164.02,99.34
SUP-026,ABC Bearings Ltd,Gujarat,87,Net 45,13504,ITM-004,SKU-STLBAR-SS316,Stainless Steel Bar 316L,Ferrous Metals,130,5,210000,212153.09,21,4.281,26,10184.89,163229.46,6320.41
SUP-059,Elgi Equipments Ltd,Tamil Nadu,85,LC 90 Days,5248,ITM-038,SKU-CONVBL-EP300,EP300/3 Rubber Conveyor Belt 1m×1m,Conveyor & Drive,28,10,18500,19451.7,7,4.8186,10,4453.6,31092.1,234.73
SUP-004,Amtek Auto Ltd,Haryana,76,Net 15,2390,ITM-008,SKU-ALUING-6061,Aluminium Ingot 6061-T6,Non-Ferrous Metals,25,100,215000,203451.27,41,6.7625,434,89457.84,267610.94,28860.18
SUP-024,NRB Bearings Ltd,Maharashtra,88,Net 60,7462,ITM-036,SKU-WELELE-E7018,E7018 Welding Electrode 5kg Pack,Welding Consumables,5,100,1950,1862.87,23,4.9521,100,3417.69,2342.74,145.8
SUP-014,Ratnamani Metals & Tubes,Gujarat,75,Net 30,3333,ITM-026,SKU-ABPAPER-P120,Abrasive Sheet P120 230×280,Abrasives & Tooling,0.02,2000,42,36.2,18,4.2053,2000,2850.16,33.55,52.39
SUP-046,Vinati Organics Ltd,Maharashtra,83,Net 15,921,ITM-008,SKU-ALUING-6061,Aluminium Ingot 6061-T6,Non-Ferrous Metals,25,100,215000,211598.51,18,4.9966,100,2354.7,261112.39,16667.45
SUP-044,Deepak Nitrite Ltd,Gujarat,64,Net 60,5093,ITM-012,SKU-BRGBL-6205,Deep Groove Ball Bearing 6205-2RS,Bearings & Bushings,0.1,500,420,438.05,15,2.3267,1025,3405.7,871.89,373.27
SUP-002,Ramkrishna Forgings Ltd,Jharkhand,64,Net 60,4849,ITM-009,SKU-COPCAT-EF,Electrolytic Copper Cathode,Non-Ferrous Metals,25,50,785000,804279.33,40,3.4123,51,16105.97,1415187.95,50750.84
SUP-036,Suprajit Engineering,Karnataka,74,Cash Against Documents,4355,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,3187.57,17,4.9104,227,3264.53,3628.23,301.13
SUP-053,Freudenberg Sealing Tech India,Maharashtra,89,Advance 30% Net 60,10279,ITM-010,SKU-BRASRD-C360,Free-Cutting Brass Rod C360,Non-Ferrous Metals,3,200,68000,72367.33,27,2.7431,514,1765.18,72696.18,29790.07
SUP-025,Tube Investments of India,Tamil Nadu,82,Advance 50% Net 30,7461,ITM-015,SKU-BRGTPR-32210,Tapered Roller Bearing 32210,Bearings & Bushings,1.4,150,3800,3454.68,21,4.016,150,4234.61,2275.9,454.45
SUP-036,Suprajit Engineering,Karnataka,74,Cash Against Documents,4355,ITM-020,SKU-LUBGRSE-EP2,EP2 Grease 180kg Drum,Lubricants & Fluids,180,5,11800,11498.16,11,4.7055,10,13725.08,12468.83,173.82
SUP-032,Precision Camshafts Ltd,Maharashtra,75,Advance 50% Net 30,10320,ITM-033,SKU-FASTNR-M20,M20×80 Hex Bolt 10.9 HDG (50pcs),Fasteners,3.2,200,820,850.17,30,3.3874,438,4580.91,720.76,338.34
SUP-045,Hikal Ltd,Maharashtra,77,Advance 50% Net 30,2154,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,3117.26,30,5.4153,200,1335.56,2307.85,324.85
SUP-059,Elgi Equipments Ltd,Tamil Nadu,85,LC 90 Days,5248,ITM-024,SKU-DRLBIT-TCR10,Tungsten Carbide Drill Bit 10mm,Abrasives & Tooling,0.05,500,280,245.2,9,4.8025,868,3042.75,139.02,298.39
SUP-044,Deepak Nitrite Ltd,Gujarat,64,Net 60,5093,ITM-020,SKU-LUBGRSE-EP2,EP2 Grease 180kg Drum,Lubricants & Fluids,180,5,11800,11256.46,52,3.8974,5,5476.84,9357.5,65.78
SUP-025,Tube Investments of India,Tamil Nadu,82,Advance 50% Net 30,7461,ITM-005,SKU-STLPIP-GI50,Galvanised Iron Pipe DN50 6m,Ferrous Metals,18,50,3600,3574.87,30,4.3132,93,19683.95,4095.31,319.16
SUP-044,Deepak Nitrite Ltd,Gujarat,64,Net 60,5093,ITM-035,SKU-WELWIR-ER70,ER70S-6 MIG Welding Wire 15kg,Welding Consumables,15,50,5600,6352.29,8,3.9305,130,4753.53,9494.12,533.5
SUP-019,Uttam Galva Steels Ltd,Maharashtra,67,Net 45,1253,ITM-003,SKU-STLPL-MS16,Mild Steel Plate 16mm,Ferrous Metals,600,10,51000,60412.3,13,4.2948,18,8097.11,77886.67,542.56
SUP-010,JSW Steel Ltd,Karnataka,87,LC 90 Days,368,ITM-015,SKU-BRGTPR-32210,Tapered Roller Bearing 32210,Bearings & Bushings,1.4,150,3800,3883.03,36,2.3521,150,3784.14,8562.95,376.56
SUP-061,Isgec Heavy Engineering,Uttar Pradesh,75,Net 45,779,ITM-028,SKU-RBBRSH-NBR,NBR O-Ring Seal Kit Assorted 100pcs,Seals & Gaskets,0.02,1000,95,88.26,47,4.7736,4565,2359.23,95.35,178.71
SUP-002,Ramkrishna Forgings Ltd,Jharkhand,64,Net 60,4849,ITM-031,SKU-MFGASK-AF,Aramid Fibre Manifold Gasket Set,Seals & Gaskets,0.3,200,780,778.74,19,2.6463,437,2574.78,1142.11,240.65
SUP-047,Aarti Industries Ltd,Gujarat,66,Net 45,14049,ITM-039,SKU-VBELT-B68,Classical V-Belt B68,Conveyor & Drive,0.3,200,240,221.43,15,1.2113,200,1313.63,201.48,60.33
SUP-009,Tata Steel Ltd,Jharkhand,98,Net 30,7468,ITM-014,SKU-BRGRL-NU210,Cylindrical Roller Bearing NU210,Bearings & Bushings,0.9,200,2100,2088.37,25,2.7472,213,3460.04,1757.07,469.13
SUP-007,Prakash Industries Ltd,Chhattisgarh,63,Net 30,7040,ITM-002,SKU-STLCL-CR,Cold-Rolled Steel Coil 1.5mm,Ferrous Metals,820,15,62000,50571.26,13,1.8775,16,54236.17,205055.19,1082.78
SUP-046,Vinati Organics Ltd,Maharashtra,83,Net 15,921,ITM-024,SKU-DRLBIT-TCR10,Tungsten Carbide Drill Bit 10mm,Abrasives & Tooling,0.05,500,280,241.14,8,4.7176,1129,2813.53,280.08,153.72
SUP-050,Wendt India Ltd,Tamil Nadu,79,Net 15,12930,ITM-029,SKU-GASK-PTFE3,PTFE Sheet Gasket 3mm 500×500,Seals & Gaskets,1.2,50,1450,1424.16,13,4.15,51,1913.38,2956.4,44.34
SUP-061,Isgec Heavy Engineering,Uttar Pradesh,75,Net 45,779,ITM-023,SKU-ABWHL-A60,Alumina Grinding Wheel A60 200×25,Abrasives & Tooling,2.8,100,950,900.19,10,4.6281,100,2538.96,598.05,34.32
SUP-062,WPIL Ltd,West Bengal,63,Cash on Delivery,8372,ITM-009,SKU-COPCAT-EF,Electrolytic Copper Cathode,Non-Ferrous Metals,25,50,785000,578026.09,24,6.3454,50,15001.02,648937.21,22708.34
SUP-023,Timken India Ltd,Maharashtra,88,Net 60,5761,ITM-007,SKU-STLCHN-G80,Alloy Steel Chain Grade 80 10mm,Ferrous Metals,8,100,4100,4169.07,6,2.7032,323,5483.75,8797.41,871.16
SUP-047,Aarti Industries Ltd,Gujarat,66,Net 45,14049,ITM-008,SKU-ALUING-6061,Aluminium Ingot 6061-T6,Non-Ferrous Metals,25,100,215000,206100.36,32,2.1158,100,7362.94,194200.08,26645.47
SUP-012,Hindalco Industries Ltd,Maharashtra,95,LC 90 Days,12052,ITM-015,SKU-BRGTPR-32210,Tapered Roller Bearing 32210,Bearings & Bushings,1.4,150,3800,3665.71,27,4.2753,150,853.08,5426.6,456.93
SUP-032,Precision Camshafts Ltd,Maharashtra,75,Advance 50% Net 30,10320,ITM-036,SKU-WELELE-E7018,E7018 Welding Electrode 5kg Pack,Welding Consumables,5,100,1950,1914.29,11,4.6715,104,3368.78,2740.15,570.6
SUP-029,Sundaram Fasteners Ltd,Tamil Nadu,78,Cash on Delivery,12245,ITM-026,SKU-ABPAPER-P120,Abrasive Sheet P120 230×280,Abrasives & Tooling,0.02,2000,42,45.32,21,2.4289,2000,1916.88,55.89,79.1
SUP-036,Suprajit Engineering,Karnataka,74,Cash Against Documents,4355,ITM-019,SKU-LUBHYD-AW68,Hydraulic Oil AW68 210L,Lubricants & Fluids,195,10,16200,17380.5,11,4.7802,11,17533.54,29528.87,129.07
SUP-047,Aarti Industries Ltd,Gujarat,66,Net 45,14049,ITM-017,SKU-BRGNDL-HK,Needle Roller Bearing HK2520,Bearings & Bushings,0.05,500,320,339.48,3,4.9445,998,3253.06,505.74,313.96
SUP-043,Balmer Lawrie & Co,West Bengal,90,Cash Against Documents,8335,ITM-001,SKU-STLCL-HR,Hot-Rolled Steel Coil 3mm,Ferrous Metals,850,20,55000,60292.33,14,4.7316,21,183621.36,148359.58,1183.53
SUP-040,Gulf Oil Lubricants India,Maharashtra,68,Cash Against Documents,7726,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,7199.62,11,4.7251,20,2644.42,13932.58,67.86
SUP-056,Welspun India Ltd,Gujarat,74,LC 60 Days at Sight,8618,ITM-010,SKU-BRASRD-C360,Free-Cutting Brass Rod C360,Non-Ferrous Metals,3,200,68000,77584.65,30,4.0643,200,1212.72,167140.32,10437.34
SUP-033,Minda Industries Ltd,Haryana,67,Net 45,1557,ITM-005,SKU-STLPIP-GI50,Galvanised Iron Pipe DN50 6m,Ferrous Metals,18,50,3600,3416.67,28,4.5877,55,13202.21,3093.01,245.9
SUP-001,Bharat Forge Ltd,Maharashtra,79,LC 90 Days,1657,ITM-038,SKU-CONVBL-EP300,EP300/3 Rubber Conveyor Belt 1m×1m,Conveyor & Drive,28,10,18500,20887.56,10,2.6122,10,2746.75,22799.53,142.46
SUP-024,NRB Bearings Ltd,Maharashtra,88,Net 60,7462,ITM-009,SKU-COPCAT-EF,Electrolytic Copper Cathode,Non-Ferrous Metals,25,50,785000,761079.72,16,5,50,3927.88,1140549.08,45431.72
SUP-058,Thermax Ltd,Maharashtra,82,Net 60,2281,ITM-027,SKU-CBDWHL-D126,CBN Grinding Wheel D126 100×10,Abrasives & Tooling,1.6,50,8400,8359.85,19,3.9591,209,2911.78,17928.38,5625.23
SUP-017,APL Apollo Tubes Ltd,Uttar Pradesh,85,Net 45,5707,ITM-009,SKU-COPCAT-EF,Electrolytic Copper Cathode,Non-Ferrous Metals,25,50,785000,807449.22,14,4.9958,108,34434.85,579029.49,126980.2
SUP-003,Mahindra CIE Automotive,Maharashtra,89,LC 60 Days at Sight,13756,ITM-027,SKU-CBDWHL-D126,CBN Grinding Wheel D126 100×10,Abrasives & Tooling,1.6,50,8400,8017.19,16,4.3119,50,787.69,17489.76,852.53
SUP-052,Parker Hannifin India,Maharashtra,91,Net 60,7017,ITM-033,SKU-FASTNR-M20,M20×80 Hex Bolt 10.9 HDG (50pcs),Fasteners,3.2,200,820,955.71,19,2.75,200,2588.23,528.28,246.57
SUP-039,Castrol India Ltd,Maharashtra,74,Net 90,9230,ITM-007,SKU-STLCHN-G80,Alloy Steel Chain Grade 80 10mm,Ferrous Metals,8,100,4100,4545.6,31,2.9028,105,2787.99,6089.13,512.27
SUP-033,Minda Industries Ltd,Haryana,67,Net 45,1557,ITM-011,SKU-ZNCING-SHG,Zinc SHG Ingot 25kg,Non-Ferrous Metals,25,200,24500,26336.45,28,3.522,200,41253.72,25586.77,9801.66
SUP-057,Finolex Industries Ltd,Maharashtra,71,Net 45,3106,ITM-013,SKU-BRGBL-6308,Deep Groove Ball Bearing 6308-ZZ,Bearings & Bushings,0.4,300,890,968.09,10,3.683,319,820.26,1862.32,203.93
SUP-029,Sundaram Fasteners Ltd,Tamil Nadu,78,Cash on Delivery,12245,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,3829.34,9,1.2999,904,5908.48,4843.08,3439.22
SUP-043,Balmer Lawrie & Co,West Bengal,90,Cash Against Documents,8335,ITM-026,SKU-ABPAPER-P120,Abrasive Sheet P120 230×280,Abrasives & Tooling,0.02,2000,42,43.69,32,4.8508,4427,1277.05,61.58,187.06
SUP-024,NRB Bearings Ltd,Maharashtra,88,Net 60,7462,ITM-010,SKU-BRASRD-C360,Free-Cutting Brass Rod C360,Non-Ferrous Metals,3,200,68000,68527.38,16,4.8771,223,2891.61,101293.57,19309.87
SUP-014,Ratnamani Metals & Tubes,Gujarat,75,Net 30,3333,ITM-021,SKU-CUTFL-SOL,Soluble Cutting Fluid Concentrate 25L,Lubricants & Fluids,24,50,4200,3914.74,48,4.1293,50,4229.01,5002.01,291.36
SUP-003,Mahindra CIE Automotive,Maharashtra,89,LC 60 Days at Sight,13756,ITM-019,SKU-LUBHYD-AW68,Hydraulic Oil AW68 210L,Lubricants & Fluids,195,10,16200,15478.87,23,4.9662,26,6201.82,43228.85,638.15
SUP-052,Parker Hannifin India,Maharashtra,91,Net 60,7017,ITM-014,SKU-BRGRL-NU210,Cylindrical Roller Bearing NU210,Bearings & Bushings,0.9,200,2100,2427.62,29,2.7306,212,2561.7,3985.23,651.47
SUP-020,Sunflag Iron & Steel Co,Maharashtra,69,Net 30,1342,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,3634.39,38,3.7444,211,750,5967.2,1007.54
SUP-036,Suprajit Engineering,Karnataka,74,Cash Against Documents,4355,ITM-026,SKU-ABPAPER-P120,Abrasive Sheet P120 230×280,Abrasives & Tooling,0.02,2000,42,43.67,20,3.1833,2000,2801.9,63.38,150.56
SUP-048,NOCIL Ltd,Maharashtra,65,Advance 30% Net 60,413,ITM-034,SKU-FASTNR-STUD,M16 Stud Bolt B7/2H Set (10pcs),Fasteners,1.8,100,640,704.07,19,1.6308,425,1209.88,797.43,232.16
SUP-028,Rane Holdings Ltd,Tamil Nadu,75,LC 90 Days,3016,ITM-028,SKU-RBBRSH-NBR,NBR O-Ring Seal Kit Assorted 100pcs,Seals & Gaskets,0.02,1000,95,97.29,29,4.094,1000,762.97,114.37,201.53
SUP-012,Hindalco Industries Ltd,Maharashtra,95,LC 90 Days,12052,ITM-011,SKU-ZNCING-SHG,Zinc SHG Ingot 25kg,Non-Ferrous Metals,25,200,24500,23610.25,16,4.8487,200,3920.99,26316.31,6570.49
SUP-006,Jai Balaji Industries,West Bengal,59,Cash Against Documents,5587,ITM-023,SKU-ABWHL-A60,Alumina Grinding Wheel A60 200×25,Abrasives & Tooling,2.8,100,950,960.07,11,8,100,3260.03,1848.01,118.44
SUP-051,Bosch Ltd (India),Karnataka,87,Net 15,308,ITM-020,SKU-LUBGRSE-EP2,EP2 Grease 180kg Drum,Lubricants & Fluids,180,5,11800,11885.14,12,1.2546,5,6722.28,14966.89,60.14
SUP-056,Welspun India Ltd,Gujarat,74,LC 60 Days at Sight,8618,ITM-035,SKU-WELWIR-ER70,ER70S-6 MIG Welding Wire 15kg,Welding Consumables,15,50,5600,5971.03,32,2.2514,50,3358.83,3282.52,460.95
SUP-007,Prakash Industries Ltd,Chhattisgarh,63,Net 30,7040,ITM-029,SKU-GASK-PTFE3,PTFE Sheet Gasket 3mm 500×500,Seals & Gaskets,1.2,50,1450,1276.4,36,3.1109,105,2060.19,1470.4,144.32
SUP-033,Minda Industries Ltd,Haryana,67,Net 45,1557,ITM-017,SKU-BRGNDL-HK,Needle Roller Bearing HK2520,Bearings & Bushings,0.05,500,320,324.34,50,3.2597,544,2634.05,646.7,141.87
SUP-026,ABC Bearings Ltd,Gujarat,87,Net 45,13504,ITM-014,SKU-BRGRL-NU210,Cylindrical Roller Bearing NU210,Bearings & Bushings,0.9,200,2100,1789.78,23,4.8415,357,4039.54,3476.57,625.47
SUP-008,Nava Bharat Ventures,Andhra Pradesh,74,LC 60 Days at Sight,9367,ITM-021,SKU-CUTFL-SOL,Soluble Cutting Fluid Concentrate 25L,Lubricants & Fluids,24,50,4200,4028.43,15,4.5612,50,10169.71,6611.09,342.45
SUP-042,Indian Oil Tanking Ltd,Gujarat,78,Advance 30% Net 60,6231,ITM-017,SKU-BRGNDL-HK,Needle Roller Bearing HK2520,Bearings & Bushings,0.05,500,320,313.95,20,4.9891,529,2165.04,313.54,66.65
SUP-029,Sundaram Fasteners Ltd,Tamil Nadu,78,Cash on Delivery,12245,ITM-001,SKU-STLCL-HR,Hot-Rolled Steel Coil 3mm,Ferrous Metals,850,20,55000,62302.08,19,2.0237,20,201430.35,214534.28,422.09
SUP-016,Maharashtra Seamless Ltd,Maharashtra,73,LC 90 Days,13162,ITM-008,SKU-ALUING-6061,Aluminium Ingot 6061-T6,Non-Ferrous Metals,25,100,215000,200168.26,17,4.2161,340,4482.37,211058.88,82916.74
SUP-003,Mahindra CIE Automotive,Maharashtra,89,LC 60 Days at Sight,13756,ITM-010,SKU-BRASRD-C360,Free-Cutting Brass Rod C360,Non-Ferrous Metals,3,200,68000,71824.78,11,4.7174,1363,5183.64,110089.54,119210.84
SUP-059,Elgi Equipments Ltd,Tamil Nadu,85,LC 90 Days,5248,ITM-018,SKU-LUBIND-VG46,Industrial Gear Oil VG46 200L,Lubricants & Fluids,185,10,14500,14484.11,20,4.9977,10,16338.15,20779.48,166.31
SUP-031,Endurance Technologies,Maharashtra,74,Cash on Delivery,1596,ITM-020,SKU-LUBGRSE-EP2,EP2 Grease 180kg Drum,Lubricants & Fluids,180,5,11800,13213.54,36,4.7042,5,2053.22,35736.93,103.83
SUP-028,Rane Holdings Ltd,Tamil Nadu,75,LC 90 Days,3016,ITM-024,SKU-DRLBIT-TCR10,Tungsten Carbide Drill Bit 10mm,Abrasives & Tooling,0.05,500,280,275.68,9,4.9164,500,3115.67,317.73,188.73
SUP-055,HPCL Mittal Energy Ltd,Punjab,80,Net 90,4592,ITM-018,SKU-LUBIND-VG46,Industrial Gear Oil VG46 200L,Lubricants & Fluids,185,10,14500,14294.73,27,2.53,17,35269.38,34324.05,224.33
SUP-056,Welspun India Ltd,Gujarat,74,LC 60 Days at Sight,8618,ITM-028,SKU-RBBRSH-NBR,NBR O-Ring Seal Kit Assorted 100pcs,Seals & Gaskets,0.02,1000,95,80.75,28,3.5166,1000,842.7,52.54,120
SUP-029,Sundaram Fasteners Ltd,Tamil Nadu,78,Cash on Delivery,12245,ITM-018,SKU-LUBIND-VG46,Industrial Gear Oil VG46 200L,Lubricants & Fluids,185,10,14500,14894.43,24,0.7739,22,46536.29,44042.79,571.71
SUP-013,Vedanta Ltd,Rajasthan,77,Advance 30% Net 60,5374,ITM-015,SKU-BRGTPR-32210,Tapered Roller Bearing 32210,Bearings & Bushings,1.4,150,3800,4033.67,16,2.3938,150,3578.51,4922.74,685.02
SUP-009,Tata Steel Ltd,Jharkhand,98,Net 30,7468,ITM-040,SKU-SPRKT-12B,Simplex Sprocket 12B-1 Z=19,Conveyor & Drive,0.8,100,680,718.13,8,2.6513,215,4787.37,1257.67,134.08
SUP-014,Ratnamani Metals & Tubes,Gujarat,75,Net 30,3333,ITM-028,SKU-RBBRSH-NBR,NBR O-Ring Seal Kit Assorted 100pcs,Seals & Gaskets,0.02,1000,95,78.5,21,4.4586,2860,3119.39,110.47,120.96
SUP-056,Welspun India Ltd,Gujarat,74,LC 60 Days at Sight,8618,ITM-030,SKU-OILSEAL-TC,TC Rotary Oil Seal 50×70×10,Seals & Gaskets,0.05,500,220,233.61,12,4.7355,988,1481.76,504.55,575.6
SUP-006,Jai Balaji Industries,West Bengal,59,Cash Against Documents,5587,ITM-006,SKU-STLANG-MS,MS Equal Angle 50×50×6,Ferrous Metals,45,25,8200,6019.06,11,5.1291,25,16707.88,8167.23,112.38
SUP-038,Kennametal India Ltd,Karnataka,87,Cash Against Documents,5208,ITM-035,SKU-WELWIR-ER70,ER70S-6 MIG Welding Wire 15kg,Welding Consumables,15,50,5600,5976.7,39,2.37,50,5235.01,11078.47,154.9
SUP-040,Gulf Oil Lubricants India,Maharashtra,68,Cash Against Documents,7726,ITM-031,SKU-MFGASK-AF,Aramid Fibre Manifold Gasket Set,Seals & Gaskets,0.3,200,780,882.68,22,3.8251,215,2788.96,1848.16,156.65
SUP-003,Mahindra CIE Automotive,Maharashtra,89,LC 60 Days at Sight,13756,ITM-031,SKU-MFGASK-AF,Aramid Fibre Manifold Gasket Set,Seals & Gaskets,0.3,200,780,773.3,27,4.9783,346,2422.13,1104.37,144.38
SUP-037,Sandvik Asia Pvt Ltd,Maharashtra,91,Net 45,8696,ITM-008,SKU-ALUING-6061,Aluminium Ingot 6061-T6,Non-Ferrous Metals,25,100,215000,245787.65,14,1.5132,108,5138.9,523128.33,39672.1
SUP-011,SAIL (Steel Authority of India),Delhi,74,Advance 50% Net 30,1273,ITM-008,SKU-ALUING-6061,Aluminium Ingot 6061-T6,Non-Ferrous Metals,25,100,215000,204635.52,12,2.9752,290,57617.57,193009.91,62955.53
SUP-023,Timken India Ltd,Maharashtra,88,Net 60,5761,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,7842.85,9,2.642,55,3141.75,7966.5,684.12
